year,month,state,rto,type,maker,vehicle_category,value,unit,note
2018,November,Ladakh,All Vahan Running Office,Non Transport,HERO MOTOCORP LTD,2WN,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,4,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,41,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Non Transport,INTERNATIONAL TRACTORS LIMITED,LMV,2,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Non Transport,ISUZU MOTORS INDIA PVT LTD,LMV,6,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,7,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Non Transport,MAHINDRA TWO WHEELERS LTD,2WN,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Non Transport,MARUTI SUZUKI INDIA LTD,LMV,86,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Non Transport,RENAULT INDIA PVT LTD,LMV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,12,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Non Transport,TATA MOTORS LTD,LMV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Non Transport,TVS MOTOR COMPANY LTD,2WN,2,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport,ACTION CONSTRUCTION EQUIPMENT LTD.,HGV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LGV,19,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LPV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,MPV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport,MARUTI SUZUKI INDIA LTD,LPV,2,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,MGV,3,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,MPV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport,SWARAJ AUTOMOTIVES LTD,MPV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,HGV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport,VE COMMERCIAL VEHICLES LTD,LGV,2,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,ACTION CONSTRUCTION EQUIPMENT LTD.,HGV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,EICHER TRACTORS,LMV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,FIAT INDIA AUTOMOBILES PVT LTD,LMV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,FORD INDIA PVT LTD,LMV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,HERO MOTOCORP LTD,2WN,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,4,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,41,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,INTERNATIONAL TRACTORS LIMITED,LMV,2,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,ISUZU MOTORS INDIA PVT LTD,LMV,6,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LGV,19,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,7,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LPV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,MPV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA TWO WHEELERS LTD,2WN,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LMV,86,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LPV,2,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,RENAULT INDIA PVT LTD,LMV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,MGV,3,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,MPV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,12,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,SWARAJ AUTOMOTIVES LTD,MPV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,HGV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,LMV,1,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,TVS MOTOR COMPANY LTD,2WN,2,value in Absolute Number,
2018,November,Ladakh,All Vahan Running Office,Transport and Non Transport,VE COMMERCIAL VEHICLES LTD,LGV,2,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,BAJAJ AUTO LTD,2WN,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,ESCORTS LIMITED (AGRI MACHINERY GROUP),LMV,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,FIAT INDIA AUTOMOBILES PVT LTD,LMV,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,FORD INDIA PVT LTD,LMV,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,HERO MOTOCORP LTD,2WN,3,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,5,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,63,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,INDIA KAWASAKI MOTORS PVT LTD,2WN,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,INDIA YAMAHA MOTOR PVT LTD,2WN,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,MAHINDRA & MAHINDRA LIMITED,2WN,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,5,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,MARUTI SUZUKI INDIA LTD,LMV,158,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,4,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,19,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,TATA MOTORS LTD,LMV,4,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Non Transport,TVS MOTOR COMPANY LTD,2WN,2,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport,"FORCE MOTORS LIMITED, A FIRODIA ENTERPRISE",LGV,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport,JCB INDIA LIMITED,HGV,2,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LGV,21,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,MPV,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport,MARUTI SUZUKI INDIA LTD,LPV,7,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,HPV,2,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,MGV,2,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,MPV,6,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,HGV,6,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,LGV,2,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LPV,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,BAJAJ AUTO LTD,2WN,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,ESCORTS LIMITED (AGRI MACHINERY GROUP),LMV,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,FIAT INDIA AUTOMOBILES PVT LTD,LMV,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,"FORCE MOTORS LIMITED, A FIRODIA ENTERPRISE",LGV,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,FORD INDIA PVT LTD,LMV,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,HERO MOTOCORP LTD,2WN,3,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,5,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,63,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,INDIA KAWASAKI MOTORS PVT LTD,2WN,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,INDIA YAMAHA MOTOR PVT LTD,2WN,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,JCB INDIA LIMITED,HGV,2,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,2WN,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LGV,21,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,5,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,MPV,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LMV,158,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LPV,7,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,4,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,HPV,2,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,MGV,2,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,MPV,6,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,19,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,HGV,6,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,LGV,2,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,LMV,4,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LPV,1,value in Absolute Number,
2018,October,Ladakh,All Vahan Running Office,Transport and Non Transport,TVS MOTOR COMPANY LTD,2WN,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,FORD INDIA PVT LTD,LMV,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,HERO MOTOCORP LTD,2WN,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,24,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,62,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,INDIA YAMAHA MOTOR PVT LTD,2WN,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,INTERNATIONAL TRACTORS LIMITED,LMV,3,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,ISUZU MOTORS INDIA PVT LTD,LMV,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,JOHN DEERE INDIA PVT LTD(TRACTOR DEVISION),LMV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,MAHINDRA & MAHINDRA LIMITED,2WN,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,11,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),LMV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,MARUTI SUZUKI INDIA LTD,LMV,156,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,NISSAN MOTOR INDIA PVT LTD,LMV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,RENAULT INDIA PVT LTD,LMV,4,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,6,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,18,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,TATA MOTORS LTD,LMV,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Non Transport,TVS MOTOR COMPANY LTD,2WN,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport,"FORCE MOTORS LIMITED, A FIRODIA ENTERPRISE",MPV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport,JCB INDIA LIMITED,HGV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,HGV,3,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,HPV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LGV,40,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LPV,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,MGV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport,MARUTI SUZUKI INDIA LTD,LPV,4,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,3,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,MPV,8,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,LGV,3,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,MGV,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LPV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport,VE COMMERCIAL VEHICLES LTD,HGV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport,VE COMMERCIAL VEHICLES LTD,LGV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,"FORCE MOTORS LIMITED, A FIRODIA ENTERPRISE",MPV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,FORD INDIA PVT LTD,LMV,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,HERO MOTOCORP LTD,2WN,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,24,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,62,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,INDIA YAMAHA MOTOR PVT LTD,2WN,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,INTERNATIONAL TRACTORS LIMITED,LMV,3,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,ISUZU MOTORS INDIA PVT LTD,LMV,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,JCB INDIA LIMITED,HGV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,JOHN DEERE INDIA PVT LTD(TRACTOR DEVISION),LMV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,2WN,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,HGV,3,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,HPV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LGV,40,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,11,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LPV,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,MGV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),LMV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LMV,156,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LPV,4,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,NISSAN MOTOR INDIA PVT LTD,LMV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,RENAULT INDIA PVT LTD,LMV,4,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,6,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,3,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,MPV,8,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,SUZUKI MOTORCYCLE INDIA PVT LTD,2WN,18,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,LGV,3,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,LMV,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,MGV,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TOYOTA KIRLOSKAR MOTOR PVT LTD,LPV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,TVS MOTOR COMPANY LTD,2WN,2,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,VE COMMERCIAL VEHICLES LTD,HGV,1,value in Absolute Number,
2018,September,Ladakh,All Vahan Running Office,Transport and Non Transport,VE COMMERCIAL VEHICLES LTD,LGV,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Non Transport,BAJAJ AUTO LTD,2WN,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Non Transport,HERO MOTOCORP LTD,2WN,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Non Transport,HONDA CARS INDIA LTD,LMV,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,9,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,46,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Non Transport,INDIA YAMAHA MOTOR PVT LTD,2WN,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Non Transport,MAHINDRA & MAHINDRA LIMITED,2WN,4,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,6,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Non Transport,MARUTI SUZUKI INDIA LTD,LMV,124,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Non Transport,MARUTI UDYOG LTD,LMV,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Non Transport,NISSAN MOTOR INDIA PVT LTD,LMV,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,8,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Non Transport,TATA MOTORS LTD,LMV,5,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Non Transport,TVS MOTOR COMPANY LTD,2WN,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport,BAJAJ AUTO LTD,2WT,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport,"FORCE MOTORS LIMITED, A FIRODIA ENTERPRISE",LPV,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LGV,22,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,LPV,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport,MAHINDRA & MAHINDRA LIMITED,MPV,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,8,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,MGV,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport,SML ISUZU LTD,MPV,4,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport,TATA MOTORS LTD,HGV,2,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,BAJAJ AUTO LTD,2WN,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,BAJAJ AUTO LTD,2WT,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,"FORCE MOTORS LIMITED, A FIRODIA ENTERPRISE",LPV,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,HERO MOTOCORP LTD,2WN,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,HONDA CARS INDIA LTD,LMV,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WN,9,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,HYUNDAI MOTOR INDIA LTD,LMV,46,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,INDIA YAMAHA MOTOR PVT LTD,2WN,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,2WN,4,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LGV,22,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LMV,6,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,LPV,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,MAHINDRA & MAHINDRA LIMITED,MPV,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI SUZUKI INDIA LTD,LMV,124,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,MARUTI UDYOG LTD,LMV,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,NISSAN MOTOR INDIA PVT LTD,LMV,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WN,8,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,ROYAL-ENFIELD (UNIT OF EICHER LTD),2WT,8,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,MGV,1,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,SML ISUZU LTD,MPV,4,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,HGV,2,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,Transport and Non Transport,TATA MOTORS LTD,LMV,5,value in Absolute Number,
